section,title,url,pdf_path,status,erro
Aprovação Liberação do Produto - MDP,Aprovação do Produto - DP0302,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249956694,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\DP0302 - Aprovação do Produto - DP0302.pdf,OK,
Aprovação Liberação do Produto - MDP,Eliminação Processos DP - DP0202,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253034761,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\DP0202 - Eliminação Processos DP - DP0202.pdf,OK,
Aprovação Liberação do Produto - MDP,Liberação de Itens para a Engenharia - DP0502,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253034529,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\DP0502 - Liberação de Itens para a Engenharia - DP0502.pdf,OK,
Aprovação Liberação do Produto - MDP,Cadastros Gerais - MDP,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249266782,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\Cadastros Gerais - MDP.pdf,OK,
Aprovação Liberação do Produto - MDP,Consultas Cadastros Gerais - MDP,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253035066,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\Consultas Cadastros Gerais - MDP.pdf,OK,
Aprovação Liberação do Produto - MDP,Relatórios Cadastros Gerais - MDP,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253986052,PDFs_TDN_MDP_MEN\Aprovação Liberação do Produto - MDP\Relatórios Cadastros Gerais - MDP.pdf,OK,
Verificação de Integridade - MDP,Consultas - MDP,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253035066,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\Consultas - MDP.pdf,OK,
Verificação de Integridade - MDP,Consulta Estrutura Item DP - DP0812,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253985116,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0812 - Consulta Estrutura Item DP - DP0812.pdf,OK,
Verificação de Integridade - MDP,Consulta Estrutura Sumariada - DP0523,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253985888,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0523 - Consulta Estrutura Sumariada - DP0523.pdf,OK,
Verificação de Integridade - MDP,Consulta Item Desenvolvimento Produtos - DP0610,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253035182,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0610 - Consulta Item Desenvolvimento Produtos - DP0610.pdf,OK,
Verificação de Integridade - MDP,Consulta Onde se Usa DP - DP0813,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253493262,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0813 - Consulta Onde se Usa DP - DP0813.pdf,OK,
Verificação de Integridade - MDP,Consulta Onde se Usa Sumariado DP - DP0606,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253984934,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0606 - Consulta Onde se Usa Sumariado DP - DP0606.pdf,OK,
Verificação de Integridade - MDP,Consulta Processo Fabricação Item DP - DP0614,https://tdn.totvs.com.br/pages/releaseview.action?pageId=253985508,PDFs_TDN_MDP_MEN\Verificação de Integridade - MDP\DP0614 - Consulta Processo Fabricação Item DP - DP0614.pdf,OK,
Desenvolvimento do Produto - MDP,Custo das Operações Externas - DP0108,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249956118,PDFs_TDN_MDP_MEN\Desenvolvimento do Produto - MDP\DP0108 - Custo das Operações Externas - DP0108.pdf,OK,
Desenvolvimento do Produto - MDP,Processo Desenvolvimento Produto – Rede Pert - DP0301,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267812,PDFs_TDN_MDP_MEN\Desenvolvimento do Produto - MDP\DP0301 - Processo Desenvolvimento Produto – Rede Pert - DP0301.pdf,OK,
Desenvolvimento do Produto - MDP,Versão Desenvolvimento Produto - DP0301,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267812,PDFs_TDN_MDP_MEN\Desenvolvimento do Produto - MDP\DP0301 - Versão Desenvolvimento Produto - DP0301.pdf,OK,
Desenvolvimento do Produto - MDP,Versão Desenvolvimento Produto – Estrutura - DP0301,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267812,PDFs_TDN_MDP_MEN\Desenvolvimento do Produto - MDP\DP0301 - Versão Desenvolvimento Produto – Estrutura - DP0301.pdf,OK,
Desenvolvimento do Produto - MDP,Versão Desenvolvimento Produto – Operação - DP0301,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267812,PDFs_TDN_MDP_MEN\Desenvolvimento do Produto - MDP\DP0301 - Versão Desenvolvimento Produto – Operação - DP0301.pdf,OK,
Dúvidas Mais Frequentes - MDP,Como é utilizado o módulo do Desenvolvimento de Produtos?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607523,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\Como é utilizado o módulo do Desenvolvimento de Produtos.pdf,OK,
Dúvidas Mais Frequentes - MDP,Como se dá o reporte de uma ordem protótipo?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607614,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\Como se dá o reporte de uma ordem protótipo.pdf,OK,
Dúvidas Mais Frequentes - MDP,Como se dá valorização de uma ordem protótipo?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607632,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\Como se dá valorização de uma ordem protótipo.pdf,OK,
Dúvidas Mais Frequentes - MDP,O que é o item para geração de ordens?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607592,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\O que é o item para geração de ordens.pdf,OK,
Dúvidas Mais Frequentes - MDP,O que é uma Estrutura de produto no DP?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607543,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\O que é uma Estrutura de produto no DP.pdf,OK,
Dúvidas Mais Frequentes - MDP,O que é uma geração de ordem protótipo?,https://tdn.totvs.com.br/pages/releaseview.action?pageId=254607556,PDFs_TDN_MDP_MEN\Dúvidas Mais Frequentes - MDP\O que é uma geração de ordem protótipo.pdf,OK,
Preparação das Informações - MDP,Manutenção dos Parâmetros do Desenvolvimento de Produto - DP0106,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267068,PDFs_TDN_MDP_MEN\Preparação das Informações - MDP\DP0106 - Manutenção dos Parâmetros do Desenvolvimento de Produto - DP0106.pdf,OK,
Preparação das Informações - MDP,Manutenção Itens para Desenvolvimento - DP0101,https://tdn.totvs.com.br/pages/releaseview.action?pageId=249267242,PDFs_TDN_MDP_MEN\Preparação das Informações - MDP\DP0101 - Manutenção Itens para Desenvolvimento - DP0101.pdf,OK,
Procedimentos - MDP,Criação de um produto a partir do zero,https://tdn.totvs.com.br/pages/releaseview.action?pageId=274306971,PDFs_TDN_MDP_MEN\Procedimentos - MDP\Criação de um produto a partir do zero.pdf,OK,
